MovieID,Title,Genres,Directors,Cast,Runtimes,Production_companies
2285,If.... (1968),Drama,Lindsay Anderson,"Malcolm McDowell, David Wood, Richard Warwick, Christine Noonan, Rupert Webster",111,Memorial Enterprises
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,"Piers Haggard, Peter Sellers","Peter Sellers, Helen Mirren, David Tomlinson, Sid Caesar, Simon Williams",100,"Braun Entertainment Group, Playboy Enterprises"
2287,Them! (1954),Sci-Fi|Thriller|War,Gordon Douglas,"James Whitmore, Edmund Gwenn, Joan Weldon, James Arness, Onslow Stevens",94,Warner Bros.
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,John Carpenter,"Kurt Russell, Wilford Brimley, T.K. Carter, David Clennon, Keith David",109,"Universal Pictures, Turman-Foster Company, Province of BC, Ministry of Tourism, Film Promotion Office, Province of British Columbia Production Services Tax Credit"
2289,"Player, The (1992)",Comedy|Drama,Robert Altman,"Tim Robbins, Greta Scacchi, Fred Ward, Whoopi Goldberg, Peter Gallagher",124,"Avenue Pictures, Spelling Entertainment, Addis Wechsler Pictures, Guild"
2290,Stardust Memories (1980),Comedy|Drama,Woody Allen,"Woody Allen, Charlotte Rampling, Jessica Harper, Marie-Christine Barrault, Tony Roberts",89,"Jack Rollins & Charles H. Joffe Productions, Rollins-Joffe Productions"
2291,Edward Scissorhands (1990),Drama|Romance,Tim Burton,"Johnny Depp, Winona Ryder, Dianne Wiest, Anthony Michael Hall, Kathy Baker",105,Twentieth Century Fox
2292,Overnight Delivery (1996),Romance,Jason Bloom,"Paul Rudd, Christine Taylor, Reese Witherspoon, Sarah Silverman, Buffy Sedlachek",87,Motion Picture Corporation of America
2293,Shadrach (1998),Drama,Susanna Styron,"Martin Sheen, John Franklin Sawyer, Scott Terra, Ginnie Randall, Darrell Larson",88,"Millennium Films, Tidewater Pictures Inc."
2294,Antz (1998),Animation|Children's,"Eric Darnell, Tim Johnson, Lawrence Guterman","Woody Allen, Dan Aykroyd, Anne Bancroft, Jane Curtin, Danny Glover",83,"Dreamworks Pictures, Pacific Data Images (PDI), DreamWorks Animation"
2295,"Impostors, The (1998)",Comedy,Stanley Tucci,"Oliver Platt, Stanley Tucci, Walker Jones, Jessica Walling, David Lipman",101,"Fox Searchlight Pictures, First Cold Piece"
2296,"Night at the Roxbury, A (1998)",Comedy,John Fortenberry,"Will Ferrell, Chris Kattan, Raquel Gardner, Viveca Paulin, Paulette Braxton",82,"Broadway Pictures, Paramount Pictures, SNL Studios"
2297,What Dreams May Come (1998),Drama|Romance,Vincent Ward,"Robin Williams, Cuba Gooding Jr., Annabella Sciorra, Max von Sydow, Jessica Brooks Grant",113,"Polygram Filmed Entertainment, Interscope Communications, Metafilmics"
2298,Strangeland (1998),Thriller,John Pieplow,"Kevin Gage, Elizabeth Peña, Brett Harrelson, Robert Englund, Linda Cardellini",85,"Shooting Gallery, Snider Than Thou Productions Inc."
2299,"Battle of the Sexes, The (1959)",Comedy,"Jonathan Dayton, Valerie Faris","Emma Stone, Steve Carell, Andrea Riseborough, Natalie Morales, Sarah Silverman",121,"Fox Searchlight Pictures, Cloud Eight Films, Decibel Films, TSG Entertainment"
2301,History of the World: Part I (1981),Comedy,Mel Brooks,"Mel Brooks, Dom DeLuise, Madeline Kahn, Harvey Korman, Cloris Leachman",92,Brooksfilms
2302,My Cousin Vinny (1992),Comedy,Jonathan Lynn,"Joe Pesci, Ralph Macchio, Marisa Tomei, Mitchell Whitfield, Fred Gwynne",120,"Twentieth Century Fox, Peter V. Miller Investment Corp., Dale Launer Production"
2303,Nashville (1975),Drama|Musical,Robert Altman,"David Arkin, Barbara Baxley, Ned Beatty, Karen Black, Ronee Blakley",160,"ABC Entertainment, American Broadcasting Company, Paramount Pictures"
2304,Love Is the Devil (1998),Drama,John Maybury,"Derek Jacobi, Daniel Craig, Tilda Swinton, Anne Lambton, Adrian Scarborough",87,"BBC Film, British Film Institute, Arts Council of England, Première Heure, Uplink, Partners In Crime, State"
2305,Slam (1998),Drama,Marc Levin,"Saul Williams, Sonja Sohn, Bonz Malone, Lawrence Wilson, Beau Sia",100,Off Line Entertainment Group
2306,Holy Man (1998),Comedy,Stephen Herek,"Eddie Murphy, Jeff Goldblum, Kelly Preston, Robert Loggia, Jon Cryer",114,"Touchstone Pictures, Caravan Pictures, Eddie Murphy Productions, Roger Birnbaum Productions"
2307,One Tough Cop (1998),Action|Drama,Bruno Barreto,"Stephen Baldwin, Chris Penn, Gina Gershon, Michael McGlone, Christopher Bregman",90,Patriot Pictures
2308,Detroit 9000 (1973),Action|Crime,Arthur Marks,"Alex Rocco, Hari Rhodes, Vonetta McGee, Herbert Jefferson Jr., Robert Phillips",106,Holly Hill Productions
2309,"Inheritors, The (Die Siebtelbauern) (1998)",Drama,Stefan Ruzowitzky,"Simon Schwarz, Sophie Rois, Lars Rudolph, Tilo Prückner, Ulrich Wildgruber",95,"Bayerischer Rundfunk, Dor Film Produktionsgesellschaft, Österreichischer Rundfunk"
2310,"Mighty, The (1998)",Drama,Peter Chelsom,"Harry Dean Stanton, Gena Rowlands, Elden Henson, Douglas Bisset, Joe Perrino",100,"Chaos Productions, Jane Startz Productions, Miramax, Scholastic Productions"
2312,Children of a Lesser God (1986),Drama,Randa Haines,"William Hurt, Marlee Matlin, Piper Laurie, Philip Bosco, Allison Gompf",119,Paramount Pictures
2313,"Elephant Man, The (1980)",Drama,David Lynch,"Anthony Hopkins, John Hurt, Anne Bancroft, John Gielgud, Wendy Hiller",124,Brooksfilms
2314,Beloved (1998),Drama,Jonathan Demme,"Yada Beener, Emil Pinnock, Calen Johnson, Oprah Winfrey, Beah Richards",172,"Harpo Films, Clinica Estetico, Touchstone Pictures"
2315,Bride of Chucky (1998),Horror|Thriller,Ronny Yu,"Jennifer Tilly, Brad Dourif, Katherine Heigl, Nick Stabile, Alexis Arquette",89,"Universal Pictures, Midwinter Productions Inc."
2316,Practical Magic (1998),Drama|Romance,Griffin Dunne,"Sandra Bullock, Nicole Kidman, Stockard Channing, Dianne Wiest, Goran Visnjic",104,"DiNovi Pictures, Fortis Films, Stargate Studios, Village Roadshow Pictures, Warner Bros."
2317,"Alarmist, The (1997)",Comedy,Evan Dunsky,"David Arquette, Stanley Tucci, Kate Capshaw, Mary McCormack, Ryan Reynolds",92,"Bandeira Entertainment, Dan Stone, Flynn-Simchowitz, Key Entertainment"
2318,Happiness (1998),Comedy,Todd Solondz,"Jane Adams, Jon Lovitz, Philip Seymour Hoffman, Dylan Baker, Lara Flynn Boyle",134,"Good Machine, Killer Films"
2319,Reach the Rock (1997),Comedy,Bill Ryan,"William Sadler, Alessandro Nivola, Bruce Norris, Karen Sillas, Brooke Langton",100,"Gramercy Pictures, Great Oaks Entertainment"
2320,Apt Pupil (1998),Drama|Thriller,Bryan Singer,"Brad Renfro, Ian McKellen, Joshua Jackson, Mickey Cottrell, Michael Reid MacKay",111,"Phoenix Pictures, Bad Hat Harry Productions, Canal+ Droits Audiovisuels"
2321,Pleasantville (1998),Comedy,Gary Ross,"William H. Macy, Joan Allen, Natalie Ramsey, Kevin Connors, Jeff Daniels",124,"New Line Cinema, Larger Than Life Productions"
2322,Soldier (1998),Action|Adventure|Sci-Fi|Thriller|War,Paul W.S. Anderson,"Kurt Russell, Jason Scott Lee, Jason Isaacs, Connie Nielsen, Sean Pertwee",99,"Warner Bros., Morgan Creek Entertainment, Jerry Weintraub Productions, Impact Pictures, Morgan Creek Productions"
2323,"Cruise, The (1998)",Documentary,Bennett Miller,Timothy 'Speed' Levitch,76,Charter Films Inc.
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama,Roberto Benigni,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini, Giustino Durano, Sergio Bini Bustric",116,"Melampo Cinematografica, Cecchi Gori Group Tiger Cinematografica"
2325,Orgazmo (1997),Comedy,Trey Parker,"Trey Parker, Dian Bachar, Robyn Lynne Raab, Michael Dean Jacobs, Ron Jeremy",94,"Kuzui Enterprises., MDP Worldwide, Avenging Conscience, Orgazmo Inc."
2326,Shattered Image (1998),Drama|Thriller,Raúl Ruiz,"William Baldwin, Anne Parillaud, Lisanne Falk, Graham Greene, Bulle Ogier",102,"Fireworks Entertainment, Schroeder Hoffman Productions, Seven Arts Pictures, The Artists' Colony"
2327,Tales from the Darkside: The Movie (1990),Horror,John Harrison,"Debbie Harry, David Forrester, Matthew Lawrence, Christian Slater, Robert Sedgwick",93,"Paramount Pictures, Laurel Productions, Darkside Movie"
2328,Vampires (1998),Horror,John Carpenter,"James Woods, Daniel Baldwin, Sheryl Lee, Thomas Ian Griffith, Maximilian Schell",108,"Largo Entertainment, JVC Entertainment Networks, Storm King Productions, Spooky Tooth Productions"
2329,American History X (1998),Drama,Tony Kaye,"Edward Norton, Edward Furlong, Beverly D'Angelo, Jennifer Lien, Ethan Suplee",119,"New Line Cinema, Savoy Pictures, The Turman-Morrissey Company"
2330,Hands on a Hard Body (1996),Documentary,S.R. Bindler,"Sid Allen, Brent Baskin, Greg Cox, J.C. Crum, Janis Curtis",98,"Idea Entertainment, J.K. Livin Productions, Wessex Entertainment Group"
2331,Living Out Loud (1998),Comedy|Romance,Richard LaGravenese,"Holly Hunter, Danny DeVito, Queen Latifah, Martin Donovan, Richard Schiff",100,"Jersey Films, New Line Cinema"
2332,Belly (1998),Crime|Drama,Hype Williams,"DMX, Nas, Hassan Johnson, Taral Hicks, Tionne 'T-Boz' Watkins",96,Big Dog Films
2333,Gods and Monsters (1998),Drama,Bill Condon,"Ian McKellen, Brendan Fraser, Lynn Redgrave, Lolita Davidovich, David Dukes",105,"Lionsgate Films, Showtime Networks, Flashpoint (I), BBC Film, Regent Entertainment, BBC Film, Regent Entertainment, Spike Productions"
2334,"Siege, The (1998)",Action|Thriller,Edward Zwick,"Denzel Washington, Annette Bening, Bruce Willis, Tony Shalhoub, Sami Bouajila",116,"Twentieth Century Fox, Lynda Obst Productions, The Bedford Falls Company"
2335,"Waterboy, The (1998)",Comedy,Frank Coraci,"Adam Sandler, Kathy Bates, Henry Winkler, Fairuza Balk, Jerry Reed",90,"Robert Simonds Productions, Touchstone Pictures, Waterboy Productions"
2336,Elizabeth (1998),Drama,Shekhar Kapur,"Liz Giles, Rod Culbertson, Paul Fox, Terence Rigby, Christopher Eccleston",124,"PolyGram Filmed Entertainment, Working Title Films, Channel Four Films"
2337,Velvet Goldmine (1998),Drama,Todd Haynes,"Ewan McGregor, Jonathan Rhys Meyers, Christian Bale, Toni Collette, Eddie Izzard",118,"Channel Four Films, Goldwyn Films, Killer Films, Miramax, Newmarket Capital Group, Single Cell Pictures, Zenith Entertainment"
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,Danny Cannon,"Jennifer Love Hewitt, Freddie Prinze Jr., Brandy Norwood, Mekhi Phifer, Muse Watson",100,"Columbia Pictures, Mandalay Entertainment, Estudios Churubusco Azteca S.A., Summer Knowledge LLC, Global Entertainment Productions, Original Film"
2339,I'll Be Home For Christmas (1998),Comedy|Romance,Arlene Sanford,"Jonathan Taylor Thomas, Jessica Biel, Adam LaVorgna, Gary Cole, Eve Gordon",86,"Walt Disney Pictures, Mandeville Films, Kyra Productions, Leo Productions"
2340,Meet Joe Black (1998),Romance,Martin Brest,"Brad Pitt, Anthony Hopkins, Claire Forlani, Jake Weber, Marcia Gay Harden",178,"Universal Pictures, City Light Films"
2341,Dancing at Lughnasa (1998),Drama,Pat O'Connor,"Gerard McSorley, Meryl Streep, Michael Gambon, Catherine McCormack, Kathy Burke",95,"Bord Scannán na hÉireann / The Irish Film Board, Capitol Films, Channel Four Films, Ferndale Films, Raidió Teilifís Éireann, Sony Pictures Classics"
2342,Hard Core Logo (1996),Comedy,Bruce McDonald,"Hugh Dillon, Callum Keith Rennie, John Pyper-Ferguson, Bernie Coulson, Julian Richings",92,"Terminal City Pictures, Shadow Shows, Ed Festus Productions, Téléfilm Canada, British Columbia Film, TiMe Medienvertriebs GmbH, CITY-TV, Everest Pictures Inc."
2343,"Naked Man, The (1998)",Drama,J. Todd Anderson,"Michael Rapaport, Michael Jeter, John Carroll Lynch, Arija Bareikis, Rachael Leigh Cook",98,"Naked Man Productions, October Films"
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller,Andrey Konchalovskiy,"Jon Voight, Eric Roberts, Rebecca De Mornay, Kyle T. Heffner, John P. Ryan",111,"Golan-Globus Productions, Northbrook Films"
2345,Desert Bloom (1986),Drama,Eugene Corr,"Annabeth Gish, Jon Voight, JoBeth Williams, Ellen Barkin, Jay Underwood",105,"Carson Productions, Columbia Pictures, Delphi IV Productions, Sundance Institute"
2346,"Stepford Wives, The (1975)",Sci-Fi|Thriller,Bryan Forbes,"Katharine Ross, Paula Prentiss, Peter Masterson, Nanette Newman, Tina Louise",115,"Palomar Pictures International, Fadsin Cinema Associates"
2347,"Pope of Greenwich Village, The (1984)",Action,Stuart Rosenberg,"Eric Roberts, Mickey Rourke, Daryl Hannah, Geraldine Page, Kenneth McMillan",121,United Artists
2348,Sid and Nancy (1986),Drama,Alex Cox,"Gary Oldman, Chloe Webb, David Hayman, Debby Bishop, Andrew Schofield",112,"Initial Pictures, U.K. Productions Entity, Zenith Entertainment"
2349,Mona Lisa (1986),Comedy|Thriller,Neil Jordan,"Bob Hoskins, Cathy Tyson, Michael Caine, Robbie Coltrane, Clarke Peters",104,"HandMade Films, Palace Production"
2351,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama,Federico Fellini,"Giulietta Masina, François Périer, Franca Marzi, Dorian Gray, Aldo Silvani",110,"Dino de Laurentiis Cinematografica, Les Films Marceau"
2352,"Big Chill, The (1983)",Comedy|Drama,Lawrence Kasdan,"Tom Berenger, Glenn Close, Jeff Goldblum, William Hurt, Kevin Kline",105,"Columbia Pictures, Carson Productions, Delphi Films"
2353,Enemy of the State (1998),Action|Thriller,Tony Scott,"Will Smith, Gene Hackman, Jon Voight, Lisa Bonet, Regina King",132,"Touchstone Pictures, Jerry Bruckheimer Films, Don Simpson/Jerry Bruckheimer Films, Scott Free Productions, No Such Productions"
2354,"Rugrats Movie, The (1998)",Animation|Children's|Comedy,"Igor Kovalyov, Norton Virgien","Elizabeth Daily, Christine Cavanaugh, Kath Soucie, Melanie Chartoff, Phil Proctor",79,"Paramount Pictures, Nickelodeon Movies, Klasky-Csupo"
2355,"Bug's Life, A (1998)",Animation|Children's|Comedy,"John Lasseter, Andrew Stanton","Dave Foley, Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere, Phyllis Diller",95,"Pixar Animation Studios, Walt Disney Pictures"
2356,Celebrity (1998),Comedy,Woody Allen,"Greg Mottola, Jeff Mazzola, Dick Mingalone, Vladimir Bibic, Melanie Griffith",113,"Sweetland Films, Magnolia Productions"
2357,Central Station (Central do Brasil) (1998),Drama,Walter Salles,"Fernanda Montenegro, Marília Pêra, Vinícius de Oliveira, Soia Lira, Othon Bastos",110,"Audiovisual Development Bureau, Ministerio da Cultura, BEI Comunicações, Bahiatursa, Canal+, Credicard, Dolby Digital, Fondation de la Poste, Fulmitrens, Lei de Incentivo a Cultura, Ministerio da Cultura, MACT Productions, Ministère des Affaires étrangères et du Développement International, NAK, Prefeitura Rio Filme, Rainer Artes Gráficas, Rio-Sul Linhas Aéreas, Riofilme, Sagepacq, Secretaria da Cultura e Turismo, Governo da Bahia, Severiano Ribeiro Distribuidora, Sundance Institute, São Paulo City Hall, Telebahia, The Coca-Cola Company, Varig Brasil, VideoFilmes"
2358,Savior (1998),Drama,Predrag Antonijevic,"Nastassja Kinski, Pascal Rollin, Catlin Foster, Dennis Quaid, Stellan Skarsgård",103,"Initial Entertainment Group, Janet Yang Productions"
2359,Waking Ned Devine (1998),Comedy,Kirk Jones,"Ian Bannen, David Kelly, Fionnula Flanagan, Susan Lynch, James Nesbitt",91,"Tomboy Films, Gruber Bros, Mainstream S.A., Bonaparte Films, Isle of Man Film Commission, Overseas FilmGroup, Canal+"
2360,"Celebration, The (Festen) (1998)",Drama,Thomas Vinterberg,"Ulrich Thomsen, Henning Moritzen, Thomas Bo Larsen, Paprika Steen, Birthe Neumann",105,"Nimbus Film, Danmarks Radio (DR), Nordisk Film & TV-Fond, SVT Drama"
2361,Pink Flamingos (1972),Comedy,John Waters,"Divine, David Lochary, Mary Vivian Pearce, Mink Stole, Danny Mills",93,Dreamland
2362,Glen or Glenda (1953),Drama,Edward D. Wood Jr.,"Bela Lugosi, Lyle Talbot, Timothy Farrell, Dolores Fuller, Edward D. Wood Jr.",65,Screen Classics
2363,Godzilla (Gojira) (1954),Action|Sci-Fi,Ishirô Honda,"Akira Takarada, Momoko Kôchi, Akihiko Hirata, Takashi Shimura, Fuyuki Murakami",96,Toho Film (Eiga) Co. Ltd.
2364,Godzilla (Gojira) (1984),Action|Sci-Fi,Koji Hashimoto,"Keiju Kobayashi, Ken Tanaka, Yasuko Sawaguchi, Shin Takuma, Yôsuke Natsuki",103,"Toho Eizo Co., Toho"
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,"Ishirô Honda, Norman Tokar","Tadao Takashima, Yû Fujiki, Kenji Sahara, Ichirô Arishima, Mie Hama",97,Toho
2366,King Kong (1933),Action|Adventure|Horror,"Merian C. Cooper, Ernest B. Schoedsack","Fay Wray, Robert Armstrong, Bruce Cabot, Frank Reicher, Sam Hardy",100,RKO Radio Pictures
2367,King Kong (1976),Action|Adventure|Horror,John Guillermin,"Jeff Bridges, Charles Grodin, Jessica Lange, John Randolph, Rene Auberjonois",134,Dino De Laurentiis Company
2368,King Kong Lives (1986),Action|Adventure|Horror,"John Guillermin, Charles McCracken","Peter Elliott, George Antoni, Brian Kerwin, Linda Hamilton, John Ashton",105,De Laurentiis Entertainment Group
2369,Desperately Seeking Susan (1985),Comedy|Romance,Susan Seidelman,"Rosanna Arquette, Madonna, Aidan Quinn, Mark Blum, Robert Joy",104,Orion Pictures
2370,"Emerald Forest, The (1985)",Action|Adventure|Drama,John Boorman,"Powers Boothe, Meg Foster, Yara Vaneau, William Rodriguez, Estee Chandler",114,"Christel Films, Embassy Pictures"
2371,Fletch (1985),Comedy,Michael Ritchie,"Chevy Chase, Joe Don Baker, Dana Wheeler-Nicholson, Richard Libertini, Tim Matheson",98,"Universal Pictures, Vincent Pictures"
2372,Fletch Lives (1989),Comedy,Michael Ritchie,"Chevy Chase, Hal Holbrook, Julianne Phillips, R. Lee Ermey, Richard Libertini",95,"Universal Pictures, Cornelius Productions, Vincent Pictures"
2373,Red Sonja (1985),Action|Adventure,Richard Fleischer,"Arnold Schwarzenegger, Brigitte Nielsen, Sandahl Bergman, Paul L. Smith, Ernie Reyes Jr.",89,"Dino De Laurentiis Company, Famous Films"
2374,Gung Ho (1986),Comedy|Drama,Ron Howard,"Michael Keaton, Gedde Watanabe, George Wendt, Mimi Rogers, John Turturro",112,Paramount Pictures
2375,"Money Pit, The (1986)",Comedy,Richard Benjamin,"Tom Hanks, Shelley Long, Alexander Godunov, Maureen Stapleton, Joe Mantegna",91,"Amblin Entertainment, U-Drive Productions, Universal Pictures"
2376,"View to a Kill, A (1985)",Action,John Glen,"Roger Moore, Christopher Walken, Tanya Roberts, Grace Jones, Patrick Macnee",131,Eon Productions
2377,Lifeforce (1985),Horror|Sci-Fi,Tobe Hooper,"Steve Railsback, Peter Firth, Frank Finlay, Mathilda May, Patrick Stewart",101,"Easedram, London-Cannon Films"
2378,Police Academy (1984),Comedy,Hugh Wilson,"Steve Guttenberg, Kim Cattrall, G.W. Bailey, Bubba Smith, Donovan Scott",96,"The Ladd Company, Warner Bros."
2379,Police Academy 2: Their First Assignment (1985),Comedy,"Jerry Paris, James Signorelli","Steve Guttenberg, Bubba Smith, David Graf, Michael Winslow, Bruce Mahler",87,"Warner Bros., The Ladd Company"
2380,Police Academy 3: Back in Training (1986),Comedy,Jerry Paris,"Steve Guttenberg, Bubba Smith, David Graf, Michael Winslow, Marion Ramsey",83,"Police Academy Productions, Warner Bros."
2381,Police Academy 4: Citizens on Patrol (1987),Comedy,Jim Drake,"Steve Guttenberg, Bubba Smith, Michael Winslow, David Graf, Tim Kazurinsky",88,Warner Bros.
2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy,Alan Myerson,"Bubba Smith, David Graf, Michael Winslow, Leslie Easterbrook, Marion Ramsey",90,Warner Bros.
2383,Police Academy 6: City Under Siege (1989),Comedy,Peter Bonerz,"Bubba Smith, David Graf, Michael Winslow, Leslie Easterbrook, Marion Ramsey",84,Warner Bros.
2384,Babe: Pig in the City (1998),Children's|Comedy,George Miller,"Magda Szubanski, James Cromwell, Mary Stein, Mickey Rooney, Elizabeth Daily",97,"Kennedy Miller Productions, Universal Pictures"
2385,Home Fries (1998),Comedy|Romance,Dean Parisot,"Drew Barrymore, Catherine O'Hara, Luke Wilson, Jake Busey, Shelley Duvall",91,"Baltimore Pictures, Home Fries Productions Inc., Kasdan Pictures, Warner Bros."
2386,Jerry Springer: Ringmaster (1998),Drama,Neil Abramson,"Jerry Springer, Jaime Pressly, William McNamara, Molly Hagan, John Capodice",90,"Artisan Entertainment, Motion Picture Corporation of America, Rugolo Entertainment, The Kushner-Locke Company"
2387,Very Bad Things (1998),Comedy|Crime,Peter Berg,"Jon Favreau, Leland Orser, Cameron Diaz, Christian Slater, Rob Brownstein",100,"Initial Entertainment Group (IEG), Interscope Communications, Ballpark Productions Partnership, VBT Productions"
2388,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance,Ferzan Özpetek,"Alessandro Gassmann, Francesca d'Aloja, Carlo Cecchi, Halil Ergün, Serif Sezer",94,"Sorpasso Film, Promete Film, Asbrell Productions"
2389,Psycho (1998),Crime|Horror|Thriller,Gus Van Sant,"Vince Vaughn, Anne Heche, Julianne Moore, Viggo Mortensen, William H. Macy",105,"Universal Pictures, Imagine Entertainment"
2390,Little Voice (1998),Comedy,Mark Herman,"Brenda Blethyn, Jane Horrocks, Ewan McGregor, Philip Jackson, Annette Badland",97,"Miramax, Scala Productions"
2391,"Simple Plan, A (1998)",Crime|Thriller,Sam Raimi,"Bill Paxton, Bridget Fonda, Billy Bob Thornton, Brent Briscoe, Jack Walsh",121,"British Broadcasting Corporation, H2L Media Group, Mutual Film Company, Paramount Pictures, Savoy Pictures, Tele München Fernseh Produktionsgesellschaft, Toho, Towa Video, Union Générale Cinématographique"
2392,Jack Frost (1998),Comedy|Drama,Troy Miller,"Michael Keaton, Kelly Preston, Joseph Cross, Mark Addy, Andrew Lawrence",101,"Warner Bros., Azoff Entertainment, The Canton Company"
2393,Star Trek: Insurrection (1998),Action|Sci-Fi,Jonathan Frakes,"Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton, Michael Dorn",103,Paramount Pictures
2394,"Prince of Egypt, The (1998)",Animation|Musical,"Brenda Chapman, Steve Hickner, Simon Wells","Val Kilmer, Ralph Fiennes, Michelle Pfeiffer, Sandra Bullock, Jeff Goldblum",99,"DreamWorks Animation, Dreamworks Pictures"
2395,Rushmore (1998),Comedy,Wes Anderson,"Jason Schwartzman, Bill Murray, Olivia Williams, Seymour Cassel, Brian Cox",93,"Touchstone Pictures, American Empirical Pictures"
2396,Shakespeare in Love (1998),Comedy|Romance,John Madden,"Geoffrey Rush, Tom Wilkinson, Steven O'Donnell, Tim McMullan, Joseph Fiennes",123,"Universal Pictures, Miramax, The Bedford Falls Company"
2397,Mass Appeal (1984),Drama,Glenn Jordan,"Jack Lemmon, Zeljko Ivanek, Charles Durning, Louise Latham, Alice Hirson",99,"David Foster Productions, Jalem Productions, Operation Cork, Turman-Foster Company"
2398,Miracle on 34th Street (1947),Drama,George Seaton,"Maureen O'Hara, John Payne, Edmund Gwenn, Gene Lockhart, Natalie Wood",96,Twentieth Century Fox
2399,Santa Claus: The Movie (1985),Adventure|Children's|Fantasy,"Danny Huston, Iain Johnstone","John Barrard, Judy Cornwell, Roy Field, Christian Fitzpatrick, Pat Garrett",50,Santa Claus Productions Limited
2400,Prancer (1989),Children's|Drama,John D. Hancock,"Sam Elliott, Cloris Leachman, Rutanya Alda, Abe Vigoda, Michael Constantine",103,"Cineplex Odeon Films, Nelson Entertainment, Nelson Entertainment, Raffaella Productions"
2401,Pale Rider (1985),Western,Clint Eastwood,"Clint Eastwood, Michael Moriarty, Carrie Snodgress, Chris Penn, Richard Dysart",115,"Polyphony Digital, The Malpaso Company"
2402,Rambo: First Blood Part II (1985),Action|War,George P. Cosmatos,"Sylvester Stallone, Richard Crenna, Charles Napier, Steven Berkoff, Julia Nickson",96,"Estudios Churubusco Azteca S.A., Anabasis N.V."
2403,First Blood (1982),Action,Ted Kotcheff,"Sylvester Stallone, Richard Crenna, Brian Dennehy, Bill McKinney, Jack Starrett",93,"Anabasis N.V., Cinema '84, Elcajo Productions"
2404,Rambo III (1988),Action|War,Peter MacDonald,"Sylvester Stallone, Richard Crenna, Marc de Jonge, Kurtwood Smith, Spyros Fokas",102,Carolco Pictures
2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,Lewis Teague,"Michael Douglas, Kathleen Turner, Danny DeVito, Spyros Fokas, Avner Eisenberg",106,"SLM Production Group, Stone Group Pictures, Twentieth Century Fox"
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,Robert Zemeckis,"Michael Douglas, Kathleen Turner, Danny DeVito, Zack Norman, Alfonso Arau",106,"Twentieth Century Fox, El Corazon Producciones S.A., Nina Saxon Film Design, SLM Production Group"
2407,Cocoon (1985),Comedy|Sci-Fi,Ron Howard,"Don Ameche, Wilford Brimley, Hume Cronyn, Brian Dennehy, Jack Gilford",117,"Twentieth Century Fox, Zanuck/Brown Productions, SLM Production Group, St. Petersburg Clearwater Film Commission"
2408,Cocoon: The Return (1988),Comedy|Sci-Fi,Daniel Petrie,"Don Ameche, Wilford Brimley, Courteney Cox, Hume Cronyn, Jack Gilford",116,"Zanuck/Brown Productions, Twentieth Century Fox"
2409,Rocky II (1979),Action|Drama,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith",119,Chartoff-Winkler Productions
2410,Rocky III (1982),Action|Drama,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith",99,"Chartoff-Winkler Productions, United Artists"
2411,Rocky IV (1985),Action|Drama,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Brigitte Nielsen",91,"United Artists, Chartoff-Winkler Productions"
2412,Rocky V (1990),Action|Drama,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young, Sage Stallone, Burgess Meredith",104,"United Artists, Chartoff-Winkler Productions, Star Partners III Ltd."
2413,Clue (1985),Comedy|Mystery,Jonathan Lynn,"Eileen Brennan, Tim Curry, Madeline Kahn, Christopher Lloyd, Michael McKean",94,"Paramount Pictures, The Guber-Peters Company, PolyGram Filmed Entertainment, Debra Hill Productions"
2414,Young Sherlock Holmes (1985),Action|Adventure|Mystery,Barry Levinson,"Nicholas Rowe, Alan Cox, Sophie Ward, Anthony Higgins, Susan Fleetwood",109,"Amblin Entertainment, Industrial Light & Magic (ILM), Paramount Pictures"
2415,Violets Are Blue... (1986),Drama|Romance,Jack Fisk,"Sissy Spacek, Kevin Kline, Bonnie Bedelia, John Kellogg, Jim Standiford",88,"Rastar Films, Delphi IV Productions"
2416,Back to School (1986),Comedy,Alan Metter,"Rodney Dangerfield, Sally Kellerman, Burt Young, Keith Gordon, Robert Downey Jr.",96,"Orion Pictures, Paper Clip Productions"
2417,Heartburn (1986),Comedy|Drama,Mike Nichols,"Meryl Streep, Jack Nicholson, Jeff Daniels, Maureen Stapleton, Stockard Channing",108,Paramount Pictures
